Account Type,Fund,Department,Business Unit,Account Classification,Account Code And Description,2019 Adopted Budget,2020 Adopted Budget,2021 Projected Budget,Fund Number,Department Number,Business Unit Number
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Salary and Benefits,61725 SOCIAL SECURITY,"65,251","70,568","72,452.99",100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Salary and Benefits,61730 MEDICARE,"15,599","16,504","16,944.66",100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Services and Supplies,62415 RESIDENTIAL DEBRIS/REMOVAL CONTRACTUAL COSTS,"45,000","5,000","5,000",100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Services and Supplies,62509  SERVICE AGREEMENTS/ CONTRACTS,"80,000",0,0,100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Services and Supplies,65055 MATER. TO MAINT. IMP.,"75,000","75,000","75,000",100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"12,000","12,000","12,000",100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,STREET MAINTENANCE,Capital Outlay,65625 FURNITURE & FIXTURES,"4,500","4,500","4,500",100,40,4510
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61010 REGULAR PAY,"637,600","651,190","667,280.43",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61110 OVERTIME PAY,"45,000","45,000","45,000",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61510 HEALTH INSURANCE,"155,060","161,637","161,636.63",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61615 LIFE INSURANCE,449,417,467.76,100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61630 SHOE ALLOWANCE,"2,100","2,100","2,100",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61710 IMRF,"40,784","56,914","58,319.92",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61725 SOCIAL SECURITY,"40,718","40,504","41,501.6",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Salary and Benefits,61730 MEDICARE,"9,523","9,473","9,706.02",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,64005 ELECTRICITY,"13,000",0,0,100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,64006 LIGHTING,"170,000",0,0,100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,64007 TRAFFIC LIGHT ELECTRICITY,"75,000",0,0,100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,64008 FESTIVAL LIGHTING,"5,000","5,000","5,000",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,65070 OFFICE/OTHER EQT MTN MATL,"55,000","68,000","68,000",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"2,000","2,000","2,000",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Services and Supplies,65115 TRAFFIC CONTROL SUPPLI,"58,000","58,000","58,000",100,40,4520
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Salary and Benefits,61110 OVERTIME PAY,"200,000","200,000","200,000",100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Salary and Benefits,61114 SNOW OT,"325,000","325,000","325,000",100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Services and Supplies,62375 RENTALS,"45,000","40,000","40,000",100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Services and Supplies,62451 TOWING AND BOOTING CONTRACTS,"55,000","55,000","55,000",100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Services and Supplies,62509  SERVICE AGREEMENTS/ CONTRACTS,"5,000","5,000","5,000",100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Services and Supplies,65015 CHEMICALS/ SALT,"493,600",0,0,100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Services and Supplies,65025 FOOD,350,350,350,100,40,4550
Expenses,GENERAL FUND,PUBLIC WORKS AGENCY,MAINT-SNOW & ICE,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,0,"5,000","5,000",100,40,4550
Revenues,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Property Taxes,51015 PROPERTY TAXES,"900,000","1,080,000","1,280,000",175,24,4605
Revenues,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Property Taxes,51025 PRIOR YEAR'S TAXES,"25,000",0,0,175,24,4605
Revenues,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Other Revenue,56057 SSI REIMBURSEMENT,"27,500","27,500","27,500",175,24,4605
Revenues,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Interest Income,56501 INVESTMENT INCOME,"1,000","1,000","1,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61010 REGULAR PAY,"315,245","335,775","350,589.86",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61110 OVERTIME PAY,0,"1,500","1,500",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61510 HEALTH INSURANCE,"46,482","50,130","50,129.96",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61615 LIFE INSURANCE,194,196,153.8,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61625 AUTO ALLOWANCE,934,250,250,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61630 SHOE ALLOWANCE,155,540,540,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61710 IMRF,"20,165","29,347","30,641.58",175,24,4605
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61110 OVERTIME PAY,0,"16,000","16,000",176,24,2445
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61725 SOCIAL SECURITY,"19,405","20,256","21,108.48",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,61730 MEDICARE,"4,714","4,872","5,086.25",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Salary and Benefits,62001 HEALTH INSURANCE INCREASE 2021,0,0,"1,003",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,62275 POSTAGE CHARGEBACKS,800,800,800,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,62295 TRAINING & TRAVEL,"2,000","2,500","2,500",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,62360 MEMBERSHIP DUES,300,300,300,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,62380 COPY MACHINE CHARGES,0,500,500,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,62705 BANK SERVICE CHARGES,"2,050","2,050","2,050",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64566 RENTAL EXPENSE- GA CLIENT,"300,000","450,000","450,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64567 PERSONAL EXPENSE- GA CLIENT,"488,000","336,000","336,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64568 TRANSPORTATION EXPENSE- GA CLIENT,"3,000","5,000","5,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64569 50/50 WORK PROGRAM- GA CLIENT,"1,500","1,500","1,500",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64570 CLIENT OTHER NEEDS- GA CLIENT,500,"1,000","1,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64573 ALL OTHER PHYSICIANS- GA CLIENT,500,500,500,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64574 MEDICAL EXPENSES - GA CLIENT,300,300,300,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64577 EMERGENCY ROOM PHYSICIANS- GA CLIENT,500,0,0,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64578 PSYCH OUTPATIENT/MENTAL- GA CLIENT,300,800,800,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64582 MORTGAGE/RENTAL EXPENSE-EAS CLIENT,"30,000","30,000","30,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64584 FOOD VOUCHERS - EMERGENCY-EAS CLIENT,500,"1,000","1,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64585 UTILITIES - COMED-EAS CLIENT,"15,000","15,000","15,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64586 UTILITIES - NICOR-EAS CLIENT,"5,000","8,000","8,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64587 UTILITIES - COE WATER -EAS CLIENT,"5,000","5,000","5,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,64588 CLIENT OTHER NEEDS - EAS CLIENT,0,"1,500","1,500",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS","1,000",0,0,175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,65025 FOOD,0,"1,000","1,000",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Services and Supplies,65095 OFFICE SUPPLIES,"3,232","3,232","3,232",175,24,4605
Expenses,GENERAL ASSISTANCE FUND,HEALTH,GENERAL ASSISTANCE ADMIN,Miscellaneous,62490 OTHER PROGRAM COSTS,"7,000","7,000","7,000",175,24,4605
Revenues,HUMAN SERVICES FUND,COMMUNITY DEVELOPMENT,HEALTH & HUMAN SERVICES,Interfund Transfers,57005 FROM GENERAL FUND,"828,471",0,0,176,21,4651
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Property Taxes,51015 PROPERTY TAXES,0,"3,110,000","3,110,000",176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Interfund Transfers,57058 TRANSFER FROM GOOD NEIGHBOR FUND,0,"100,000",0,176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Intergovernmental Revenue,55085 IL TOBACCO FREE COMMUNITY,0,"25,000","25,000",176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Intergovernmental Revenue,55255 COMM AGING GRANT - ADVOCATE,0,"55,000","55,000",176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Intergovernmental Revenue,55258 RETHINK YOUR DRINK - HHS REVENUE,0,"5,000","5,000",176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Intergovernmental Revenue,57009 TRANSFERS FROM LIBRARY FUND,0,"70,000","70,000",176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Other Revenue,56002 WE'RE OUT WALKING,0,"6,000","6,000",176,24,2445
Revenues,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Other Revenue,56016 Aging Well Conference Revenues,0,"2,000","2,000",176,24,2445
Expenses,HUMAN SERVICES FUND,COMMUNITY DEVELOPMENT,HEALTH & HUMAN SERVICES,Services and Supplies,65546 COMMUNITY GRANTS PROGRAMS,"736,373","736,373","736,373",176,21,4651
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61010 REGULAR PAY,0,"599,280","686,154.13",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61050 PERMANENT PART-TIME,0,"103,139","107,451.09",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61510 HEALTH INSURANCE,0,"107,882","120,381",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61615 LIFE INSURANCE,0,471,367.5,176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61625 AUTO ALLOWANCE,0,"1,575","1,575",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61626 CELL PHONE ALLOWANCE,0,"1,512","1,512",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61710 IMRF,0,"54,737","62,428.37",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61725 SOCIAL SECURITY,0,"42,595","48,115.93",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Salary and Benefits,61730 MEDICARE,0,"10,231","11,551.98",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62210 PRINTING,0,200,200,176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62275 POSTAGE CHARGEBACKS,0,"2,500","2,500",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62295 TRAINING & TRAVEL,0,"5,000","5,000",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62360 MEMBERSHIP DUES,0,650,650,176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62371 WOMEN OUT WALKING EXPENSE,0,"6,000","6,000",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62513 COMMUNITY PICNIC-SPECIAL EVENTS,0,"8,000","8,000",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,62705 BANK SERVICE CHARGES,0,250,250,176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,65025 FOOD,0,"1,250","1,250",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Services and Supplies,65095 OFFICE SUPPLIES,0,450,450,176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Community Sponsored Organizations,62491 COMMUNITY INTERVENTION PROGRAM COSTS,0,"143,333","143,333",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Miscellaneous,62490 OTHER PROGRAM COSTS,0,"42,000","42,000",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,HUMAN SERVICES,Miscellaneous,66461 Aging Well Conference Expenses,0,"3,000","3,000",176,24,2445
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61010 REGULAR PAY,0,"451,222","471,182.97",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61050 PERMANENT PART-TIME,0,"22,048","22,905.36",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61510 HEALTH INSURANCE,0,"118,558","118,557.24",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61615 LIFE INSURANCE,0,291,302.28,176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61626 CELL PHONE ALLOWANCE,0,"2,520","2,520",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61710 IMRF,0,"41,365","43,182.78",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61725 SOCIAL SECURITY,0,"29,499","30,789.71",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Salary and Benefits,61730 MEDICARE,0,"6,899","7,200.81",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,61060 SEASONAL EMPLOYEES,0,"560,000","560,000",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,62205 ADVERTISING,0,500,500,176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,62210 PRINTING,0,"2,600","2,600",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,62275 POSTAGE CHARGEBACKS,0,450,450,176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,62295 TRAINING & TRAVEL,0,"1,560","1,560",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,62360 MEMBERSHIP DUES,0,750,750,176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,62509  SERVICE AGREEMENTS/ CONTRACTS,0,"6,000","6,000",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,0,"1,210","1,210",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,65020 CLOTHING,0,"2,500","2,500",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,65025 FOOD,0,"6,000","6,000",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,0,"1,000","1,000",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Services and Supplies,65090 SAFETY EQUIPMENT,0,"3,000","3,000",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Miscellaneous,62490 OTHER PROGRAM COSTS,0,"220,000","220,000",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,0,"1,086","1,086",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,YOUTH ENGAGEMENT DIVISION,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,0,"2,266","2,266",176,24,3215
Expenses,HUMAN SERVICES FUND,HEALTH,HEALTH & HUMAN SERVICES,Community Sponsored Organizations,62491 COMMUNITY INTERVENTION PROGRAM COSTS,"81,098",0,0,176,24,4651
Revenues,REPARATIONS FUND,CITY MANAGER'S OFFICE,REPARATIONS FUND,Other Taxes,51598 RECREATIONAL CANNABIS TAX,0,"250,000","250,000",177,15,1595
Expenses,REPARATIONS FUND,CITY MANAGER'S OFFICE,REPARATIONS FUND,Miscellaneous,62490 OTHER PROGRAM COSTS,0,"250,000","250,000",177,15,1595
Revenues,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Other Revenue,56013 DONATION FROM NORTHWESTERN UNIVERSITY,"1,000,000","1,000,000",0,180,99,1800
Revenues,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Interest Income,56501 INVESTMENT INCOME,"2,000","2,000",0,180,99,1800
Expenses,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Miscellaneous,62490 OTHER PROGRAM COSTS,"370,000","125,000",0,180,99,1800
Expenses,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Interfund Transfers,66131 TRANSFER TO GENERAL FUND,"480,000","385,000",0,180,99,1800
Expenses,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Interfund Transfers,66132 TRANSFER TO HUMAN SERVICES FUND,0,"100,000",0,180,99,1800
Expenses,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Interfund Transfers,66156 TRANSFER TO CAPITAL IMPROVEMENT FUND,0,"320,000",0,180,99,1800
Expenses,GOOD NEIGHBOR FUND,NON-DEPARTMENTAL,GOOD NEIGHBOR ADMINISTRATION,Interfund Transfers,66157 TRANSFER TO LIBRARY FUND,"150,000","70,000",0,180,99,1800
Revenues,LIBRARY FUND,LIBRARY,ACCESS SERVICES,Fines and Forfeitures,52610 LIBRARY FINES & FEES,"85,000","60,000","55,000",185,48,4820
Revenues,LIBRARY FUND,LIBRARY,ACCESS SERVICES,Library Revenue,57515 LIBRARY MATERIAL REPLACEMENT CHARGES,"12,000","35,000","40,000",185,48,4820
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Property Taxes,51015 PROPERTY TAXES,"6,750,000","7,252,000","7,400,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Property Taxes,51025 PRIOR YEAR'S TAXES,"60,000",0,0,185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Interfund Transfers,57002 TRANSFER FROM ENDOWMENT,"195,771","205,948","205,948",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Interfund Transfers,57058 TRANSFER FROM GOOD NEIGHBOR FUND,"150,000","70,000",0,185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Intergovernmental Revenue,55245 LIBRARY STATE PER CAPITA GRANT,"93,000","93,000","93,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Other Revenue,56011 DONATIONS,"333,500","340,000","350,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Other Revenue,56045 MISCELLANEOUS REVENUE,0,"10,000","10,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Other Revenue,56106 FUND BALANCE APPLIED,0,"190,000",0,185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Library Revenue,57526 LIBRARY BOOK SALE,"10,000","5,000","5,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Library Revenue,57535 LIBRARY COPY MACH. CHG,"18,000","18,000","18,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Library Revenue,57540 LIBRARY MEETING RM RENTAL,"13,000","15,000","15,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Library Revenue,57545 NORTH BRANCH RENTAL INCOME,"35,000","28,000","35,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Library Revenue,57551 LIBRARY GRANTS,"31,000","31,000","30,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY ADMINISTRATION,Interest Income,56501 INVESTMENT INCOME,"10,000","15,000","25,000",185,48,4845
Revenues,LIBRARY FUND,LIBRARY,LIBRARY GRANTS,Intergovernmental Revenue,55201 Federal Grants,"30,000","15,000","20,000",185,48,4850
Revenues,LIBRARY FUND,LIBRARY,LIBRARY GRANTS,Other Revenue,56011 DONATIONS,"50,000","50,000","50,000",185,48,4850
Revenues,LIBRARY FUND,LIBRARY,LIBRARY GRANTS,Library Revenue,57551 LIBRARY GRANTS,"69,000","75,000","85,000",185,48,4850
Expenses,LIBRARY FUND,LIBRARY,EARLY LEARNING & LITERACY,Salary and Benefits,61010 REGULAR PAY,"365,588","375,865","391,121.55",185,48,4805
Expenses,LIBRARY FUND,LIBRARY,EARLY LEARNING & LITERACY,Salary and Benefits,61050 PERMANENT PART-TIME,"184,705","199,957","206,873.82",185,48,4805
Expenses,LIBRARY FUND,LIBRARY,EARLY LEARNING & LITERACY,Salary and Benefits,61110 OVERTIME PAY,0,750,750,185,48,4805
Expenses,LIBRARY FUND,LIBRARY,EARLY LEARNING & LITERACY,Salary and Benefits,61510 HEALTH INSURANCE,"80,742","82,761","82,760.79",185,48,4805
Expenses,LIBRARY FUND,LIBRARY,EARLY LEARNING & LITERACY,Salary and Benefits,61615 LIFE INSURANCE,287,224,251.4,185,48,4805
